Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
TCGA-AR-A2LH-01A,0.128203017398421,0,0.0800965370860099,0.264263830352523,0,0.370509056258679,0.0251982917256365,0.0839809708833167,0.0615115171257041,0,0,0.051216358805749,0.0725275552039459,0.00998146398581161,0.16733241341998,0.299885783121223,0.067121704494834,0.0617485009051404,0.159658223168388,0,0,0.00154388975826652,0,0.77345931388163,0.729224824338384,1.90477911369363
TCGA-AR-A2LR-01A,0.0770188006643339,0,0,0.04143641067597,0,0.19309482398216,0,0.0477788059795339,0.0185917709785564,0,0.00649845458685536,0.00826042211396413,0.0227178186241307,0.146698432560233,0.109487829125556,0.294836275096715,0.00922823414734307,0,0.087037683013561,0,0.0083208458996322,0.0105332867300538,0,0.688701805959604,0.764848094169582,1.0815398941786
TCGA-AR-A5QQ-01A,0.123122621602181,0,0.113504636545802,0.252425557241105,0,0.259081627783361,0.184118265772292,0.0447624035070738,0.0703797477136512,0,0.0670359079180373,0,0.00542922198879813,0.334248139793148,0.239089693345989,0.254688940159527,0.123598928255197,0,0.00982901241843338,0.00503212672887697,0,0.0189857714375703,0,0.725649988340869,0.749407073939149,2.10533260221104
TCGA-B6-A3ZX-01A,0.457484762334961,0.0269043617023381,0.135003605477755,0.396390386508852,0.0451516891109041,0.308669020190905,0.0486886325503658,0.256677934784049,0.233677771562855,0,0,0,0,0.256576767613497,0.1568107122551,0.166280062569097,0,0.0258682771515251,0.0369956278215514,0,0,0,0,0.813143587636983,0.690756440578662,2.55117961163376
TCGA-B6-A400-01A,0.0478937172068852,0,0,0.0542792743609814,0,0.225200861479462,0.0162119057300093,0.0927623433766448,0.0842613066411001,0,0.0263060519517979,0,0,0.56226415816466,0.102976358000453,0.153504316729445,0.208864875479252,0.147888083247985,0.0125613116786722,0,0,0.00161341170600114,0,0.765242683446263,0.693246229563558,1.73658797575335
TCGA-B6-A402-01A,0.0122331299932105,5.68961458509946e-05,0.0136729370564988,0.0377867725236727,0,0.0432527786460875,0,0.0297855466849788,0.0307332798091758,0,0.0114219702617914,0.0055575483777782,0,0.422477330299445,0.0630587808462082,0.111932890428773,0,0,0,0.0178156315318895,0,0,0,0.642462909092267,0.765734046358204,0.79978549260536
TCGA-B6-A409-01A,0.0377962351034561,0,0.032492914218839,0.0486727878739848,0,0.212677212816662,0,0.0390827783491278,0.0562179616727433,0,0.0046091918460678,0.0107490680108941,0.00768778967967652,0.110144985961197,0.142061095848897,0.121554696400703,0.0128725006667185,0.00871818601262308,0.0562686022591369,0,0,0.0156027115375935,0,0.441861067798723,0.896278108658521,0.91720871825832
TCGA-BH-A0AV-01A,0.0161666309459081,0.00035989242585434,0.0316115887545064,0.0390908672455033,0,0.187475358273639,0.0231138751129227,0.0263857003619683,0.0213207001487055,0.00580671866934024,0.0187314900581191,0,0,0.554637058928952,0.0499029651472499,0.195369290462506,0,0,0.0449813965544276,0,0,0.00256451796853325,0,0.844962212657729,0.599295490950808,1.21751805105813
TCGA-BH-A0B3-01A,7.07653553467009e-05,0.0121375634926936,0.195180184075801,0.106952199463312,0,0.0471515576920512,0.0643221027472822,0.0717291177453262,0.0833399637791388,0,0.00621962572548165,0.00822519202461421,0.0303828034825307,0.216085241166357,0.205760174606927,0.165845131823121,0.0464207223211548,0,0.034676525718858,0,0.000346380778110359,0.000412541180522786,0,0.761771571924206,0.723710216888962,1.29525779317863
TCGA-BH-A0B9-01A,0.0512425705692085,0.00955154072816594,0.0239527883277894,0.318667830130789,0,0.0728482695769916,0.106059339180296,0.159897783746448,0.114178368923121,0.0547119470421041,0,0.0261139872186108,0.0127191398560823,0.217797829332235,0.250457535985829,0.191780398038813,0.123650349070906,0,0.0622521568423146,0,0,0.00128466848711981,0,0.718054288142343,0.744172258507194,1.79716650305682
TCGA-BH-A0BG-01A,0.100466070443751,0,0.0261210946867075,0.263964057566358,0,0.259826636905504,0.0977074240090045,0.138047263029477,0.093766394658465,0.0231486475711637,0,0.0577682161963217,0.0184429214536175,0.167350649960979,0.307475935235623,0.168747501644283,0.00827350686831346,0.0625510947920996,0.0628214000775138,0,0,0,0,0.652136957416826,0.775276933224125,1.85647881509918
TCGA-BH-A0BL-01A,0.15218294211213,0,0.0140145666770837,0.111159756655305,0,0.399846585698262,0.110217379731009,0.131417894257412,0.0368964456704822,0.0197424453588634,0.0168294796707666,0.0155061568810878,0.0286448706404136,0.139817465644515,0.294278622153322,0.237811187923959,0.136298978741943,0,0.0865187696394788,0,0,0.00509242267182644,0,0.748661178448983,0.730693124837758,1.93627597012786
TCGA-BH-A0BW-01A,0.107306852875973,0,0.112498972118452,0.117175390005629,0,0.438830119328517,0.212976846721536,0.212435966222068,0.0225384482890022,0,0.154801669827378,0.020683297073759,0.135233672941913,0.261912895945073,0.566315291423731,0.410710829537956,0,0.0341732425242866,0.0764674364346355,0,0,0,0,0.559017601749979,0.832040911126061,2.88406093126991
TCGA-BH-A0E0-01A,0.025179343650588,0,0.0084635289293942,0.0318592214601004,0,0.117834500921221,0.00650183319733545,0.0627466982092953,0.0747221433469282,0,0,0.0160378353223531,0.00366980709799347,0.0724869545351581,0.0382749228286971,0.0883821152078078,0.155274594678882,0.0558812162324813,0.0376996250410391,0,0.00635086750021007,0.00712237834745228,0,0.614184657043622,0.814952156430128,0.808487586506936
TCGA-BH-A0E6-01A,0.0697914234912929,0.00981523151428823,0.0936398531223966,0.125238489020259,0,0.0695525185079694,0.0129005067427072,0.0441260996881105,0.105851485415943,0,0,0.034094296252669,0.00921496804505274,0.216187390634725,0.0859283840979223,0.0957000063209359,0.00369043521118527,0,0.0285991509674046,0,0,0,0,0.515436634816133,0.860896245249185,1.00433023903286
TCGA-BH-A0RX-01A,0.0592441981538171,0.0170809547271725,0.0704623875124761,0.334412787141572,0,0.221173912363633,0.0711439149399137,0.100299792150445,0.0599707992531698,0.0137117503217512,0,0.109596192609581,0.0422106936532875,0.25013714292532,0.28996938599359,0.166278053350162,0.0389567094891622,0.0330421465915181,0.0792148239039378,0,0,0.000419171012742711,0,0.627607380760558,0.793536980100821,1.95732481609325
TCGA-BH-A0WA-01A,0.0386245700569829,0,0.00585638482408252,0.0730801216501046,0,0.265653254147497,0.0462103640807435,0.0701985321705001,0.0340511003577594,0,0.0178059729798312,0.00271960708964632,0,0.42445863682538,0.216174192558183,0.168090623961276,0.0196529648830812,0,0.039267376859563,0,0,0,0,0.768726305343917,0.687536705327803,1.42184370244463
TCGA-BH-A18G-01A,0.0106908982610164,0,0,0.0577889773520195,0,0.145246902840435,0.0488732837460259,0.0233303395457448,0.0176247055569232,0,0.0462847754312197,0.00438996959325021,0.0975964397429914,0.0512889088497844,0.0755041496272879,0.158254435629061,0,0.0368961074965343,0.0216963580046015,0,0.00305968251628496,0,0,0.339521018300556,0.944195043781827,0.79852593419318
TCGA-BH-A18V-01A,0.0350168180065111,0,0.0113680737101763,0.0333252568716235,0,0.281484093682018,0.0509343857364013,0.0764327183026198,0.0130674322336062,0,0.0352784318987921,0.0187386333773652,0,0.612147110983476,0.185431405378793,0.274117259754187,0.0118078432813934,0.0118423940786237,0.0496856223246565,0,0,0.0126415102064032,0,0.842252963241985,0.621638471551178,1.71331898982665
TCGA-BH-A1EW-01A,0.108561513120414,0,0.0379629163489466,0.0875821150399846,0,0.362404587682699,0.110010443964335,0,0.0254975127416659,0.0186014258102932,0.00962660968020172,0,0.0491071867283384,0.0725106465400029,0.151567819912391,0.146736436791646,0.019548200533348,0.0233044796602653,0.200899779211229,0,0,0.0197837417626839,0,0.750076860297589,0.745390121889009,1.44370541552845
TCGA-BH-A1F6-01A,0.0663792506944131,0,0.119017640780997,0.169270123074107,0,0.161223702773822,0.0707719593483392,0.0642788566871746,0.0348596964595597,0.00321916691400504,0,0.00947315192926395,0.00769897058313809,0.293865214245162,0.164378280803615,0.280849501367232,0,0.0034973080859519,0.019194691998095,0.0209832137558657,0,0.0187638775491428,0,0.711873752560422,0.751826264373696,1.50772460704988
TCGA-BH-A1FC-01A,0.0148314487280017,0,0.213395825803352,0.277124748968249,0,0.109892029228003,0.103159917155546,0.0706165700920498,0.062940234406937,0,0,0.0702518485383594,0.0342030651194317,0.0988529786570491,0.156344522356257,0.119617427958519,0.0517178856733949,0,0.00268348832484482,0.00190549008755419,0,0.00299315014381313,0,0.582534354757897,0.826726218612581,1.39053063124136
TCGA-BH-A42U-01A,0.0950507138948488,0.0418072803184335,0.0774449196949698,0.191488720152567,0,0.269953300230903,0,0.0701772970493846,0.0742498439362713,0,0,0.0924834238737249,0.0135955898048395,0.221960348893699,0.130182509720968,0.174503161799555,0.0150346912017758,0,0.0295809425695576,0.040466360377892,0,0,0,0.661397967379852,0.781888730049327,1.53797910351939
TCGA-C8-A12V-01A,0.0325350096232781,0.0596660868605375,0.122906952593967,0.661358322603091,0,0.0842505651947488,0.191576078801543,0.233343843519093,0.0932487809082043,0.0166120150171323,0,0.0789747396801331,0,0.361647686396327,0.535362990782982,0.314590271915724,0.122850126611941,0.0155321785589863,0.0636639825585513,0,0,0,0,0.850914102255121,0.638528797394943,2.98811963162624
TCGA-C8-A131-01A,0.0178137350486479,0,0.0345456527511005,0.046764224965006,0,0.163881321549387,0.0177533476507566,0.0501459753218977,0.0176462644401059,0.0232738611921293,0.00271507552153354,0.000767701200709211,0.0041183745559184,0.363746028997025,0.0568614782911015,0.12923732626858,0,0,0.0149492664614493,0.00319128428260733,0,0.00588338534257979,0,0.75857453736917,0.692725243773545,0.953294303840536
TCGA-C8-A1HJ-01A,0.0399472540905104,0,0.0157558366458762,0.0483110214508937,0,0.162474389514741,0.0418573717684906,0.0796507154922361,0,0.0495211087216998,0.0214288999040072,0,0,0.0916681299970872,0.142450524578798,0.0677185148164192,0.00376390622241923,0.0268351502486528,0.0140308419423532,0,0.0041611186740462,0,0,0.652555188548416,0.77329291242831,0.809574784068231
TCGA-C8-A26X-01A,0.0210465266907636,0,0.206714861417685,0.129661030891632,0,0.0783585530465684,0.0726796379364871,0.0493415853923459,0.0185676469806212,0.021386402165339,0.065341011109221,0,0,0.249676006345934,0.15214030459951,0.209613863225065,0.0185019852832713,0,0.0388452352842066,0,0,0,0,0.813285032444297,0.700301044443531,1.33187465036865
TCGA-C8-A26Y-01A,0.0607072476715479,0,0,0.0480264226815453,0,0.0849038412800112,0,0.117037525372997,0.0538462454353674,0.00925655981768396,0.0147558737662457,0,0,0.346289528092766,0.091066641392487,0.128182223592108,0.00432540968079722,0,0,0.0208860395809914,0.00349681532065198,0,0,0.767931049100021,0.687425578620973,0.9827803736852
TCGA-C8-A27B-01A,0.0255384985998718,0,0.0527135532090117,0.266771431848193,0,0.16980435954905,0.118034809253546,0.0845928437968409,0.0184381205582395,0.0769029701173743,0.0247178986176869,0,0.00302162275245516,0.70158550793602,0.262013232352335,0.188059919451731,0.0397675615064611,0,0.00908170429881471,0,0,0.00532259037802028,0,0.709817573639961,0.728118874095525,2.04636662422565
TCGA-C8-A3M7-01A,0.0802214197907184,0,0.157950911706866,0.0675796753516654,0,0.186687263719133,0,0.0194635093734477,0,0.0149769469391236,0,0.0401827722723535,0.00568935360112782,0.0573848503550768,0.110917855285429,0.107999224585517,0.0204424613360436,0,0.194706719594961,0,0,0,0,0.625929099710318,0.813982303940887,1.06420296391146
TCGA-D8-A13Z-01A,0.0658135528651332,0,0.0251570535098388,0.0645894059007509,0,0.18191552766451,0.0478379493024697,0.0882757936417377,0.0504288253146735,0,0.031146193823875,0.00335667812996683,0,0.407642581974497,0.150738609465929,0.309380964358155,0.024218202680049,0.0424053219326932,0.0510551689058613,0,0,0.0125284775289347,0,0.876106819159593,0.624257610488572,1.55649030699907
TCGA-D8-A142-01A,0.0356620949481441,0,0.174967808650536,0.0277334679631856,0,0.144697832927319,0.0260376219804445,0.052224715416808,0.0257017959116157,0.00786977192091739,0.0302761141835382,0,0,0.250361542975983,0.118323655373399,0.158575206671897,0.0317257189751658,0,0.0335562828090955,0,0,0.00496318462271779,0,0.762870984539419,0.730018220114104,1.12267681533077
TCGA-D8-A143-01A,0.10392371077511,0,0.101357318030656,0.0673846103546182,0,0.201990530421328,0.0220816022311657,0.0792996196425767,0.000894466303999725,0.026098290412376,0,0.0201158582594993,0,0.218430330043531,0.120237676077194,0.155273943594869,0.0178837580873478,0,0.0321828504399897,0,0,0.00525495467230218,0,0.695480292292541,0.767843827739336,1.17240951934656
TCGA-D8-A147-01A,0.0774873433251566,0,0.00203818128459874,0.0867960528686789,0,0.454445449112233,0.0136241676498382,0.111679391146083,0.0241489526699716,0,0.0272386627925799,0,0.00650014562807889,0.359579938393494,0.13477887508387,0.205647208384264,0.00932098820345648,0.0833862748788257,0.0279002887419544,0,0,4.95416785407767e-05,0,0.702916050919528,0.747536559261219,1.62462146184163
TCGA-D8-A1JF-01A,0.0297202541523779,0,0.0518963261258677,0.0443069222837552,0,0.197687832668852,0.01712206598363,0.0254129550794482,0.0186053873591208,0.0223874895811822,0.021415635257417,0,0,0.132803328009154,0.0840691843111358,0.167679225229596,0.0194401611637564,0,0.0428960178304365,0,0,0.00440035735418911,0,0.690356893913013,0.769715145956069,0.879843142389918
TCGA-D8-A1JG-01B,0.0513288675259817,0,0.245600170081559,0.084444934502207,0,0.238652822936878,0.0586489225924646,0.0360555089487783,0.0352239882601107,0,0.00820014534271731,0.0254659172769543,0.0197840072767975,0.172467124449605,0.137352087188786,0.197817894997163,0.0406166626342554,0.00898627627779344,0.0542427743096062,0,0,0.00192145164774804,0,0.728529420160362,0.766824792599231,1.41680955624941
TCGA-D8-A1JL-01A,0.0767572762406505,0,0.0180773676712228,0.138411061112782,0,0.406788341440438,0.128416324566042,0.18277473274289,0.0256950975945041,0.0121662849185198,0.0862961482840193,0,0,0.521281746095643,0.259672864302534,0.30384203039317,0,0.0391207752168559,0.0513367416285213,0,0,0.00122317027540696,0,0.808482685066072,0.678256258674554,2.2518599624832
TCGA-D8-A1XK-01A,0.0544540165305255,0,0.0662401349343859,0.140492024443386,0,0.277425880772787,0.131252370708496,0.0521294081908447,0,0,0.117351961068026,0,0.0116615497652265,0.668416256742379,0.169615122347719,0.204320711078779,0.0162926865543779,0.0172848266790059,0,0.018978905865936,0,0.00636206677077277,0,0.380286031604642,0.931831648713721,1.95227792245265
TCGA-D8-A1XQ-01A,0.00919014562045553,0,0.205063625761775,0.122322562257337,0,0.203794797884008,0.0469021748403094,0.0807646467021503,0.0217735553390212,0,0,0.0216402234808562,0,0.360943709635811,0.224782623893647,0.322627723830725,0.0102382568411957,0,0,0.0109809615032071,0,0.0199263575892877,0,0.815833070650081,0.674246335078628,1.66095136517979
TCGA-D8-A27F-01A,0.0244880665147543,0,0.0197108552344045,0.041990682598873,0,0.208500188925255,0,0,0,0,0.0200901370492139,0,0,0.605658928577733,0.0657863916992656,0.185106256883753,0,0,0.00200045180697776,0.0431305146815771,0,0.00319246273641226,0,0.786451664033068,0.63975262047711,1.21965493670822
TCGA-D8-A27H-01A,0.0586310647712065,0,0.026802678162132,0.0420218872941484,0,0.195182351567522,0,0.0425139678237549,0.0352666784911514,0,0.00652959717685297,0.00187637007688166,0.000724421614728117,0.23271442645546,0.103952946464072,0.167821927231573,0.00691760401268656,0,0.0760396720015974,0,0,0.00830129683361226,0,0.509384191203863,0.861557698296687,1.00529688997738
TCGA-D8-A27M-01A,0.10143134190872,0.0665352944753887,0.131398501867005,0.145320581636625,0,0.43936728870495,0.0748381679677794,0.147402621182483,0.0468334619958619,0,0.0321749467350273,0.0324750906217578,0.0146715060050589,0.198921243272291,0.315129942028784,0.292063329846253,0.0637736909955652,0,0.134762891532375,0,0,0.0176847763011274,0,0.669420348536121,0.782014203315373,2.25478467707705
TCGA-E2-A14N-01A,0.0553054614042828,0,0,0.0808216290624847,0,0.378998298623738,0.0685896705512028,0.0761516408440454,0,0.0500769016387493,0,0,0,0.105680621627898,0.256238139154244,0.107901348077935,0.0100608273454839,0.0328572417823371,9.78645928809565e-05,0.00911383763130464,0,0.00190997361326574,0,0.676334774684652,0.749064865364868,1.23380345594985
TCGA-E2-A14R-01A,0.004802628521928,0.011354977539834,0.113647145381337,0.134045408960784,0,0.0622528898121267,0.0511783388418477,0.076373881939107,0.0709175067205949,0.00747071166689934,0,0.0100470149596996,0,0.416938660201433,0.180271102918188,0.115021124444678,0.0116454858955431,0.00127020135948278,0.0300211125045137,0,0,0,0,0.758998027002727,0.701570381259149,1.297258191668
TCGA-E2-A14X-01A,0.0664158579084613,0,0.197139614796046,0.105962665404949,0,0.259390769341059,0.0334945243383629,0.0954319250285786,0.0289440632743311,0.0202237802648268,0,0,0.00360757033261172,0.104880933644778,0.152137902213167,0.126688779863195,0.0158869942978769,0,0.0180562243928493,0,0,0,0,0.682999406362843,0.776784309121768,1.22826160510109
TCGA-E2-A150-01A,0.0299069677655685,0.0105372497072681,0,0.00219543251471127,0,0.317995085988215,0.0026640778995956,0.152166661294125,0.116076923649955,0,0.0790122208826363,0,0,0.452130063880629,0.23318197110558,0.155880459829547,0.0530187627356292,0,0.0148986111456261,0.00291803086340901,0,0.00470807898514228,0,0.616161069145442,0.795014367786147,1.62729059824764
TCGA-E2-A158-01A,0.0228485016873351,0,0.0174654216372177,0.0787475959274648,0,0.095697260270525,0.0189944135309974,0.0926848127800661,0.00209235211442229,0,0.0278358186407121,0,0.0126207605114755,0.108788312760039,0.11788503369397,0.0969815066679996,0.0349070539891547,0.00499815180436925,0.0277506960201046,0,0.00496588317668882,0,0,0.507017803462281,0.862480577195574,0.765263575212541
TCGA-E2-A159-01A,0.0815850075716564,0,0.115866749069327,0.262442222851359,0,0.215968798736347,0.149417858624556,0.0634145962918929,0.00843674736255244,0,0.0335885072394618,0,0,0.212064342919744,0.146132540494187,0.244493760701219,0.069815338838571,0.0190309076053803,0.0744244760927444,0,0,0.0152529805915626,0,0.716293303022454,0.764513654467953,1.71193483499056
TCGA-E2-A1AZ-01A,0.136056108088485,0,0.0396327819889635,0.083026233368244,0,0.498391083014595,0.108357274777999,0.131940601214535,0,0,0.0294062343237778,0,0.0354910301715208,0.146187142367305,0.257868766824997,0.13744899568267,0.0222606267500173,0.0329134510321787,0.0984911882615483,0,0,0,0,0.731208379685665,0.737272392499718,1.75747151786684
TCGA-E2-A1B6-01A,0.362987669138215,0.118575909332892,0,0.480164879201148,0.169701569876733,0.0345096260084482,0.241200594449528,0.193731585825899,0.298967676683195,0,0,0.0754317996838795,0.0170593522858613,0.338063102432188,0.372747235329064,0.139946036611188,0,0.0298361178859107,0.153442119475374,0,0,0.0112934016699295,0,0.676573482459033,0.770205296061337,3.03765867588945
TCGA-E2-A1L7-01A,0.0388014300987069,0,0.00596646784142698,0.287513745892702,0,0.418934282589435,0.0446738634398558,0.108847280931305,0.030785992687886,0,0,0.0264688224943579,0.00756122087604493,0.193571751365017,0.19565670928746,0.224045431788125,0.0733545504588974,0,0.0462301409788617,0,0,0,0,0.72640683157687,0.732738283117118,1.70241169073008
TCGA-E2-A1LG-01A,0.0319944196735355,0,0.0568397044379174,0.0413217612200032,0,0.143003468730372,0,0.108701818158979,0,0.0104430354076863,0,0.038933050627768,0,0.129531146410327,0.163551206621988,0.0974942222845546,0.0453006722493578,0,0.0409397123246775,0,0.000561870401194905,0.00231678728726966,0,0.650702587192228,0.779917893725831,0.91093287583563
TCGA-E2-A1LH-01A,0.0632567408914896,0,0.0751276108984922,0.202149852026477,0,0.0468081525801968,0.0948785650178417,0.144780473225421,0.069137271961161,0.0291130513957061,0,0.0477090637110145,0,0.202588271452181,0.223121196784209,0.194366284732069,0.0316132932076124,0,0.079825233765936,0,0,0.00842588433051526,0,0.690689066003893,0.76306367354901,1.51290094598032
TCGA-E2-A1LI-01A,0.0866463897558067,0,0.0676839123902057,0.06618972429461,0,0.249958972496689,0.035163176911036,0.0905861593713622,0.0539116849841281,0.032147674765313,0,0.0203562423539648,0.0325427350636404,0.357540343844782,0.24969790685926,0.141404463423166,0.00836054848783033,0,0,0.0462942696492172,0,0,0,0.360965150132598,0.939849439363833,1.53848420465101
TCGA-E2-A1LK-01A,0.0116368999067459,0.0031938818579852,0,0.0777555566376175,0,0.0559163219273259,0,0.0333519985337946,0.0412168836986584,0,0,0.039159794319978,0,0.434231288763571,0.0751927451244765,0.182191537941798,0.00557207515087514,0.0230365174810202,0,0.0507005442944843,0,0.00278669775507459,0,0.463717947480351,0.893159851766343,1.0359427433934
TCGA-E2-A1LL-01A,0.0228120902268169,0,0.0268725359579572,0.0298606701930799,0,0.135198643998842,0,0.0799447676305983,0,0,0.0164857264373712,0.0106565512053781,0.00689642679534777,0.124828259302816,0.0868595865361914,0.154445924004147,0.0533331571866541,0,0.0041114328376139,0.0341832853474789,0.00275655521899345,0.00488227510273063,0,0.591895074920012,0.818331412877413,0.794127887982017
TCGA-E2-A1LS-01A,0.0194115151836641,0.00244748188011778,0.0030260885299188,0.0473279805942347,0,0.0801806078336669,0.00375947469502343,0.062659474454021,0.00980162169865013,0.00159394089181076,0.0164104671186445,0,0.0191250793289195,0.0662198834888037,0.0871709139170769,0.0959478299640526,0.0156224105613757,0.00623588174486612,0.0137630651001264,0.0104767862779894,0.00485214710090043,0.00315544986394964,0.03,0.173245457177953,1.02506994390941,0.569188100227813
TCGA-E2-A573-01A,0.0489091775844789,0,0.147171935068092,0.166149250561803,0,0.159734707622556,0.0606975608096906,0.15707334468868,0.123399905372337,0,0.0276326711359181,0.0504965529873373,0,0.380421021323778,0.228334880261935,0.165770452402289,0.0252968904827883,0.0209587801815077,0.00621824794548301,0.00598146025168062,0,0.000952020363849126,0,0.792574914278701,0.695301154770683,1.7751988590442
TCGA-E2-A574-01A,0.0290011499220762,0,0.000343129451997022,0.0502599075238632,0,0.0673503410588302,0.00151377297788824,0.0320981578628441,0.02259326630775,0,0.0132288223364846,0,0.000349347726540314,0.222493756845568,0.0233800948215451,0.110947107728423,0.00305276888617135,0.0331403644375329,0.0125664430546336,0,0.00202367267496997,0,0,0.467964597500008,0.884599504944344,0.624342103617117
TCGA-E9-A5FL-01A,0.0156501869529146,0,0.00408933925351503,0.0423152689139417,0,0.124297006250144,0.0170923081362312,0.0216061525389933,0.0277543246438563,0,0.00609882340093664,0.0186936920061581,0.0255870175640411,0.0415858569136146,0.0388251131170412,0.258601425799805,0.0552434771158829,0.0379819544627638,0.0198387671308914,0.00484929713967575,0.00411052949103408,0.00560765127877627,0,0.570567117359574,0.83152174872246,0.769828192110217
TCGA-EW-A1OV-01A,0.161241611446818,0,0.07937824626025,0.396255272103168,0,0.167472506292186,0.0992454997268026,0.126835990939393,0.149986887439625,0.0720613082419275,0,0.0230820228178696,0.00353664741048986,0.323240385658701,0.211266290071618,0.22520926959189,0.0103519748300022,0,0.092741761348689,0,0,0,0,0.786830951827166,0.708458608769914,2.14190567417943
TCGA-EW-A1OW-01A,0.0597822833133506,0,0.0470826424093369,0.0349823056829229,0,0.20328157661168,0.0102494598967612,0.107276758419517,0.0477988784819482,0.0077231912747108,0.0170351216225381,0.00643850670702612,0,0.358438154244653,0.149181316016566,0.142094402200336,0.0521039381791023,0,0.00718036313031985,0.00584025495564969,0,0.0021671540637838,0,0.598636184443886,0.808757024020215,1.2586563072102
TCGA-EW-A1P1-01A,0.0622294840021167,0,0,0.145937035136705,0,0.389258079166679,0.0188073998119322,0.0670450355936792,0.0281517829090142,0.0486632178791008,0,0.028795915013151,0.0062433793501919,0.417185083440877,0.162824561269297,0.230989217787123,0.0378526209694199,0.00710067390166188,0.0701927449986137,0,0,0.00355038000976949,0,0.646235787864387,0.781832295825923,1.72482661123933
TCGA-EW-A1P4-01A,0.0289436563481372,0,0.0406330144592989,0.267640764763705,0,0.21805580889651,0.0659243263885217,0.0969786966190869,0.0746102786881778,0,0,0.192920817379424,0.0041576647630155,0.131974246467675,0.155127406345959,0.119311214961974,0.167980229674191,0.0146316712953311,0.0548848956535719,0,0.0175882917482589,0.0467148902620139,0,0.627019566906143,0.795497873710217,1.69807787471485
TCGA-EW-A1P7-01A,0.237646776483081,0.246311674697704,0.0783515296938702,0.343588300462883,0,0.467733821065484,0.0103461405556332,0.141405248262975,0.161492171559318,0,0,0.121439097380593,0.0057178121181749,0.294020273743797,0.210792502541906,0.149031322657482,0.0454641487482964,0,0.139531225123657,0,0,0.00927501049319415,0,0.743827020712119,0.737262672320212,2.66214705558805
TCGA-EW-A1P8-01A,0.0171859363378535,0,0.00739295044444203,0.0589800844287069,0,0.183617090647826,0,0.0800207678773198,0.0771079502077763,0,0,0.0417418850334424,0.0937859105907087,0.183165603842065,0.104807212108655,0.34332727762034,0.153333502805607,0,0,0.087328635397634,0.00340885447800935,0.00420127210220196,0,0.753845799903431,0.724682763310572,1.43940493392259
TCGA-EW-A1PB-01A,0.00643278156640876,0.00400098673022725,0.0163329619931162,0.453719054629644,0,0.110038405209881,0.217595984473123,0.167064541467828,0.0338398957696745,0.0294559082603622,0.0315085575763636,0.165494715703906,0,0.35622200525995,0.957919550585209,0.739094687591267,0.000914592993012266,0,0.0924929325408566,0,0,0.0119632075734978,0,0.623411296772687,0.782238235359549,3.39409076992433
TCGA-EW-A1PH-01A,0.0749094807669143,0,0.0476535820239036,0.0832883428475395,0,0.233677697117418,0.032152416144684,0.118713072538409,0.0194492719735103,0.00633870241845652,0.00153812688935485,0.0083910667752246,0.00585129493650011,0.19434285276835,0.144936323068701,0.1140392744987,0.020966452437498,0.0251434546471501,0.00727471215137684,0,0,0.00325769757284011,0,0.506701771239313,0.862829112897146,1.14192382157653
TCGA-EW-A3U0-01A,0.127546601206662,0.00801729374922133,0.0613577263716054,0.391439811852151,0,0.107736214878506,0.197398201056815,0.18438898959552,0.122285871703153,0,0.0233761005737202,0.0406035534452777,0.0411831588941863,0.341770200191723,0.261071651319757,0.26860852478565,0.0811119072430113,0.0141475912053073,0.108636893388914,0,0,0.00027988491396023,0,0.800489311345471,0.706788371999505,2.38096017637514
TCGA-EW-A6SB-01A,0.00246156478113642,0.0446987780420436,0.308344303923403,0.101475423246192,0,0.116681081241682,0.0564824235384488,0.18904423068183,0.0994451927998431,0.0935736051748466,0,0.0586113378638238,0,0.162434543199694,0.149041618031882,0.0766738142137296,0.120399149759583,0,0,0.0247361256346459,0,0.000158200056308711,0,0.581541748498664,0.833861868196603,1.60426139218909
TCGA-GI-A2C9-01A,0.00682611190218254,0.0127819532905363,0.00243287861121278,0.0604075509890123,0,0.182315898859384,0,0.0622253854443315,0.0321781963496099,0,0,0.0398347606530401,0.0101064030198361,0.204235182836979,0.0725025118480902,0.279265143223185,0.123160142620024,0.0775121996796223,0.0971135175006781,0.00503004397689963,0,0.00427402171924151,0,0.636810666376746,0.794625798299215,1.27220190252387
TCGA-GM-A2DB-01A,0.0824823116344833,0.0314307403017189,0.0448957027600941,0.0849549200204708,0,0.10903327044065,0.012415119021565,0.0368294254307525,0.0616761872547465,0,0.0353562478079081,0.00947782387636136,0,0.213129038340075,0.123725306954279,0.0979674339360646,0.00408503372876703,0.0177716384508599,0.0272753833952516,0,0,0,0,0.760988430235049,0.71885647238188,0.992505583354047
